personId,firstName,lastName,birthdate,lastAttended,country,height,bodyWeight,guard,forward,center,draftYear,draftRound,draftNumber
77500,Brendan,McCann,7/5/35,St. Bonaventure,USA,74,178,TRUE,FALSE,FALSE,1957,1,5
77502,Mel,McCants,8/19/67,Purdue,USA,80,240,FALSE,TRUE,FALSE,-1,-1,-1
101119,Rashad,McCants,9/25/84,North Carolina,USA,76,215,TRUE,FALSE,FALSE,2005,1,14
77503,Mike,McCarron,3/2/22,Seton Hall,USA,71,180,TRUE,FALSE,FALSE,-1,-1,-1
196294106,Mitch,McCarron,,,,,,FALSE,FALSE,FALSE,,,
196295060,Mitch,McCarron,,,,,,,,,,,
64022,Mitch,McCarron,,,,,,,,,,,
77504,Andre,McCarter,8/25/53,UCLA,USA,75,190,TRUE,FALSE,FALSE,1976,6,89
77505,Willie,McCarter,7/26/46,Drake,USA,75,175,TRUE,FALSE,FALSE,1969,1,12
77506,Johnny,McCarthy,4/25/34,Canisius,USA,73,77506,TRUE,FALSE,FALSE,-22,-22,-22
77507,Howie,McCarty,4/2/05,Wayne State,USA,,,,,,-1,-1,-1
1820,Kelly,McCarty,8/24/75,Southern Mississippi,USA,79,200,TRUE,TRUE,FALSE,-1,-1,-1
962,Walter,McCarty,2/1/74,Kentucky,USA,82,245,FALSE,TRUE,FALSE,1996,1,19
1043,Amal,McCaskill,10/28/73,Marquette,USA,83,235,FALSE,FALSE,TRUE,1996,2,49
1627775,Patrick,McCaw,10/25/95,UNLV,USA,79,181,TRUE,FALSE,FALSE,2016,2,38
77509,Dwayne,McClain,2/7/63,Villanova,USA,78,185,TRUE,FALSE,FALSE,1985,2,27
77510,"Ted, Hound Dog",McClain,8/30/47,Tennessee State,USA,73,180,TRUE,FALSE,FALSE,1971,2,22
2082,Dan,McClintock,4/19/77,Northern Arizona,USA,84,270,FALSE,FALSE,TRUE,2000,2,53
77512,Jack,McCloskey,9/19/25,Pennsylvania,USA,74,190,TRUE,FALSE,FALSE,-1,-1,-1
45,George,McCloud,5/27/67,Florida State,USA,80,230,FALSE,TRUE,FALSE,1989,1,7
1630644,Mac,McClung,1/6/99,Texas Tech,USA,74,1630644,TRUE,FALSE,FALSE,-22,-22,-22
203468,CJ,McCollum,,,,,,FALSE,FALSE,FALSE,,,
77513,John,McConathy,4/9/30,Northwestern State,USA,77,195,FALSE,TRUE,FALSE,1951,1,5
1641799,Caleb,McConnell,6/8/99,Rutgers,USA,,1641799,FALSE,FALSE,FALSE,-22,-22,-22
203566,Mickey,McConnell,,,,,,,,,,,
77514,Paul,McConnell,7/1/28,Marshall,USA,70,77514,FALSE,FALSE,FALSE,-22,-22,-22
204456,T.J.,McConnell,,,,,,TRUE,FALSE,FALSE,,,
77515,Keith,McCord,6/22/57,Alabama-Birmingham,USA,79,77515,TRUE,FALSE,FALSE,1979,1,198
77516,Tim,McCormick,3/10/62,Michigan,USA,83,240,FALSE,FALSE,TRUE,1984,1,12
1629000,Brandon,McCoy,,,,,,,,,,,
1631322,Javante,McCoy,1/24/98,Boston University,USA,,1631322,FALSE,FALSE,FALSE,-22,-22,-22
1741,Jelani,McCoy,12/6/77,UCLA,USA,82,245,FALSE,TRUE,TRUE,1998,2,33
77517,Paul,McCracken,9/11/50,California State-Northridge,USA,76,180,TRUE,FALSE,FALSE,-1,-1,-1
200840,Chris,McCray,5/27/84,Maryland,USA,77,192,TRUE,FALSE,FALSE,-1,-1,-1
1622,Rodney,McCray,8/29/61,Louisville,USA,80,1622,FALSE,TRUE,FALSE,1983,1,3
77518,Scooter,McCray,2/8/60,Louisville,USA,81,215,FALSE,TRUE,FALSE,1983,2,36
1628571,Erik,McCree,12/20/93,Louisiana Tech,USA,80,225,FALSE,TRUE,FALSE,-1,-1,-1
1641755,Kevin,McCullar Jr.,3/15/01,Kansas,USA,78,1641755,TRUE,FALSE,FALSE,2024,2,56
1626191,Chris,McCullough,2/5/95,Syracuse,USA,81,215,FALSE,TRUE,FALSE,2015,1,29
77520,John,McCullough,10/5/56,Oklahoma,USA,76,190,TRUE,FALSE,FALSE,1979,4,85
201642,Taj,McCullough,,,,,,,,,,,
723,Clint,McDaniel,2/26/72,Arkansas,USA,76,180,TRUE,FALSE,FALSE,-1,-1,-1
64028,Sam,McDaniel,,,,,,,,,,,
1365,Xavier,McDaniel,6/4/63,Wichita State,USA,79,205,FALSE,TRUE,FALSE,1985,1,4
1630183,Jaden,McDaniels,,,,,,FALSE,FALSE,FALSE,,,
1629667,Jalen,McDaniels,1/31/98,San Die State,USA,81,205,FALSE,TRUE,TRUE,2019,2,52
77523,Jim,McDaniels,4/2/48,Western Kentucky,USA,83,228,FALSE,FALSE,TRUE,1971,2,23
203909,KJ,McDaniels,2/9/93,Clemson,USA,78,205,TRUE,TRUE,FALSE,2014,2,32
203926,Doug,McDermott,,,,,,,,,,,
1630253,Sean,McDermott,11/3/96,Butler,USA,78,195,FALSE,TRUE,FALSE,-1,-1,-1
77524,Ben,McDonald,7/20/62,California-Irvine,USA,80,210,FALSE,TRUE,FALSE,1984,3,50
77525,Glenn,McDonald,3/18/52,Long Beach State,USA,78,190,FALSE,TRUE,FALSE,1974,1,17
1075,Michael,McDonald,2/13/69,New Orleans,USA,82,232,FALSE,FALSE,TRUE,1995,2,55
77527,Hank,McDowell,11/13/59,Memphis,USA,81,215,FALSE,TRUE,FALSE,1981,5,102
196294571,Will,McDowell-White,,,,,,TRUE,FALSE,FALSE,,,
686,Antonio,McDyess,9/7/74,Alabama,USA,81,245,FALSE,TRUE,TRUE,1995,1,2
77528,Jim,McElroy,10/4/53,Central Michigan,USA,75,190,TRUE,FALSE,FALSE,1975,3,38
200862,Scooter,McFadgon,,,,,,,,,,,
200829,Ivan,McFarlin,4/26/82,Oklahoma State,USA,79,229,FALSE,TRUE,FALSE,-1,-1,-1
77529,Mel,McGaha,9/26/26,Arkansas,USA,73,77529,TRUE,FALSE,FALSE,-22,-22,-22
203956,Mitch,McGary,6/6/92,Michigan,USA,82,255,FALSE,TRUE,FALSE,2014,1,21
201580,JaVale,McGee,1/19/88,Nevada,USA,84,201580,FALSE,TRUE,TRUE,2008,1,18
77530,Mike,McGee,7/29/59,Michigan,USA,77,190,FALSE,TRUE,FALSE,1981,1,19
77531,Bill,McGill,9/16/39,Utah,USA,81,225,FALSE,FALSE,TRUE,1962,1,1
77532,George,McGinnis,8/12/50,Indiana,USA,80,235,FALSE,TRUE,FALSE,1973,2,22
77533,Jon,McGlocklin,6/10/43,Indiana,USA,77,77533,TRUE,FALSE,FALSE,1965,3,24
1642440,Gabe,McGlothan,,,,,,,,,,,
1631121,Bryce,McGowens,,,,,,,,,,,
1503,Tracy,McGrady,5/24/79,Mount Zion Christian Academy (NC),USA,80,1503,TRUE,TRUE,FALSE,1997,1,9
77534,Gil,McGregor,6/14/49,Wake Forest,USA,80,240,FALSE,TRUE,FALSE,1971,6,89
1630787,Cameron,McGriff,9/30/97,Oklahoma State,USA,79,220,FALSE,TRUE,FALSE,-1,-1,-1
203585,Rodney,McGruder,7/29/91,Kansas State,USA,76,205,TRUE,FALSE,FALSE,-1,-1,-1
77536,Al,McGuire,9/7/28,St. John's (NY),USA,74,180,TRUE,FALSE,FALSE,1951,6,55
77535,Allie,McGuire,7/10/51,Marquette,USA,75,175,TRUE,FALSE,FALSE,1973,3,49
77537,Dick,McGuire,1/25/26,St. John's (NY),USA,72,180,TRUE,FALSE,FALSE,1949,1,7
201187,Dominic,McGuire,10/20/85,Fresno State,USA,81,235,FALSE,TRUE,FALSE,2007,2,47
1450,Kevin,McHale,12/19/57,Minnesota,USA,82,210,FALSE,TRUE,FALSE,1980,1,3
29,Jim,McIlvaine,7/30/72,Marquette,USA,,,FALSE,FALSE,TRUE,1994,2,32
976,Jeff,McInnis,10/22/74,North Carolina,USA,76,190,TRUE,FALSE,FALSE,1996,2,37
77540,Kenny,McIntosh,1/21/49,Eastern Michigan,USA,79,225,FALSE,TRUE,FALSE,1971,1,15
77541,Kevin,McKenna,1/8/59,Creighton,USA,77,195,FALSE,TRUE,FALSE,1981,4,88
77542,Forrest,McKenzie,2/16/63,Loyola-Marymount,USA,79,200,FALSE,TRUE,FALSE,1986,3,48
77543,Stan,McKenzie,10/6/44,New York University,USA,77,195,FALSE,TRUE,FALSE,1966,11,94
365,Derrick,McKey,10/10/66,Alabama,USA,82,241,FALSE,TRUE,FALSE,1987,1,9
243,Aaron,McKie,10/2/72,Temple,USA,77,209,TRUE,FALSE,FALSE,1994,1,17
77547,Billy,McKinney,6/5/55,Northwestern,USA,72,77547,FALSE,FALSE,FALSE,1977,6,115
77545,Carlton,McKinney,10/21/64,Southern Methodist,USA,76,190,FALSE,TRUE,FALSE,-1,-1,-1
77546,Horace,McKinney,1/1/19,North Carolina,USA,78,185,FALSE,TRUE,FALSE,-1,-1,-1
203590,Trey,McKinney-Jones,8/27/90,Miami,USA,77,220,TRUE,FALSE,FALSE,-1,-1,-1
1628035,Alfonzo,McKinnie,9/17/92,Wisconsin-Green Bay,USA,79,215,FALSE,TRUE,FALSE,-1,-1,-1
1630605,JaQuori,McLaughlin,1/29/98,California-Santa Barbara,USA,76,1630605,FALSE,FALSE,FALSE,-22,-22,-22
1629162,Jordan,McLaughlin,,,,,,,,,,,
203463,Ben,McLemore,2/11/93,Kansas,USA,75,195,TRUE,FALSE,FALSE,2013,1,7
77548,Mccoy,McLemore,4/3/42,Drake,USA,79,230,FALSE,TRUE,FALSE,1964,3,23
77549,George,McLeod,1/3/31,TCU,USA,77,77549,FALSE,FALSE,FALSE,-22,-22,-22
2693,Keith,McLeod,11/5/79,Bowling Green,USA,74,190,TRUE,FALSE,FALSE,-1,-1,-1
1728,Roshown,McLeod,11/17/75,Duke,USA,,,FALSE,TRUE,FALSE,1998,1,20
77551,Jack,McMahon,12/3/28,St. John's (NY),USA,73,185,TRUE,FALSE,FALSE,1952,,
203,Nate,McMillan,8/3/64,North Carolina State,USA,77,210,TRUE,TRUE,FALSE,1986,2,30
77553,Tom,McMillen,5/26/52,Maryland,USA,83,215,FALSE,TRUE,FALSE,1974,1,9
77554,Jim,McMillian,3/11/48,Columbia,USA,77,215,FALSE,TRUE,FALSE,1970,1,13
77555,Shellie,McMillon,3/11/36,Bradley,USA,77,205,FALSE,TRUE,FALSE,1958,6,42
77556,Mal,McMullan,8/23/27,Xavier,USA,,77556,FALSE,FALSE,FALSE,-22,-22,-22
77557,Chet,McNabb,4/4/05,Arizona State,USA,,77557,FALSE,FALSE,FALSE,-22,-22,-22
201019,Gerry,McNamara,,,,,,,,,,,
201657,Gerry,McNamara,,,,,,,,,,,
77558,Mark,McNamara,6/8/59,California,USA,83,235,FALSE,FALSE,TRUE,1982,1,22
77559,Joe,McNamee,9/24/26,San Francisco,USA,78,210,FALSE,FALSE,TRUE,1950,1,9
196294567,Alex,McNaught,,,,,,,,,,,
196295053,Alex,McNaught,,,,,,,,,,,
202077,Jerel,McNeal,6/1/87,Marquette,USA,75,200,TRUE,FALSE,FALSE,-1,-1,-1
77560,Chris,McNealy,7/15/61,San Jose State,USA,79,77560,FALSE,TRUE,FALSE,1983,2,38
1642862,Liam,McNeeley,,,,,,,,,,,
77562,Bob,McNeill,10/22/38,St. Joseph's (PA),USA,73,170,TRUE,FALSE,FALSE,1960,3,19
77561,Larry,McNeill,1/31/51,Marquette,USA,81,195,FALSE,TRUE,FALSE,1973,2,25
77563,Carl,McNulty,2/14/30,Purdue,USA,75,185,TRUE,FALSE,FALSE,1952,,
2101,Paul,McPherson,7/3/78,DePaul,USA,76,210,TRUE,FALSE,FALSE,-1,-1,-1
77565,Cozell,McQueen,1/18/62,North Carolina State,USA,83,77565,FALSE,TRUE,FALSE,1985,4,91
203895,Jordan,McRae,3/28/91,Tennessee,USA,77,179,TRUE,FALSE,FALSE,2014,2,58
77566,Thales,McReynolds,6/8/43,Miles,USA,75,185,TRUE,FALSE,FALSE,1965,11,82
201177,Josh,McRoberts,2/28/87,Duke,USA,82,201177,FALSE,FALSE,FALSE,2007,2,37
1629098,Jack,McVeigh,6/27/96,Nebraska-Lincoln,Australia,80,1629098,TRUE,TRUE,FALSE,-22,-22,-22
77567,Eric,McWilliams,4/18/50,Long Beach State,USA,80,200,FALSE,TRUE,FALSE,1972,3,37
43207,Jamel,Mclean,,,,,,,,,,,
77568,George,Mearns,4/18/22,Rhode Island,USA,75,175,FALSE,TRUE,FALSE,-1,-1,-1
2098,Slava,Medvedenko,4/4/79,Kyiv,Ukraine,82,253,FALSE,TRUE,FALSE,-1,-1,-1
1577,Darnell,Mee,2/11/71,Western Kentucky,USA,77,1577,TRUE,FALSE,FALSE,1993,2,34
2697,Antonio,Meeking,,,,,,,,,,,
201975,Jodie,Meeks,8/21/87,Kentucky,USA,76,210,TRUE,FALSE,FALSE,2009,2,41
1628452,Kennedy,Meeks,,,,,,,,,,,
77570,Cliff,Meely,7/10/47,Colorado,USA,80,215,FALSE,TRUE,FALSE,1971,1,7
77571,Scott,Meents,1/4/64,Illinois,USA,82,77571,FALSE,TRUE,FALSE,1986,4,74
77572,Dick,Mehen,5/20/22,Tennessee,USA,77,195,FALSE,TRUE,FALSE,-1,-1,-1
77573,Don,Meineke,10/30/30,Dayton,USA,79,208,FALSE,TRUE,FALSE,1952,,
77574,Carl,Meinhold,3/29/26,Long Island-Brooklyn,USA,74,77574,FALSE,FALSE,FALSE,-22,-22,-22
201197,Sammy,Mejia,,,,,,,,,,,
1626257,Salah,Mejri,6/15/86,Real Madrid,Tunisia,86,1626257,FALSE,FALSE,TRUE,-22,-22,-22
203539,Gal,Mekel,3/4/88,Wichita State,Israel,75,191,TRUE,FALSE,FALSE,-1,-1,-1
41621,Gal,Mekel,,,,,,,,,,,
77576,Bill,Melchionni,10/19/44,Villanova,USA,73,165,TRUE,FALSE,FALSE,1966,2,19
77575,Gary,Melchionni,1/19/51,Duke,USA,74,77575,TRUE,FALSE,FALSE,1973,2,33
1629740,Nicolo,Melli,1/26/91,,Italy,81,236,FALSE,TRUE,FALSE,-1,-1,-1
56040,Nicolo,Melli,,,,,,,,,,,
6006,Nicolo,Melli,,,,,,,,,,,
196294091,Gilad,Melnik,,,,,,,,,,,
203097,Fab,Melo,6/20/90,Syracuse,Brazil,84,255,FALSE,FALSE,TRUE,2012,1,22
1629001,De'Anthony,Melton,,,,,,FALSE,FALSE,FALSE,,,
77577,Ed,Melvin,2/13/16,Duquesne,USA,69,170,FALSE,TRUE,FALSE,-1,-1,-1
2822,Rich,Melzer,,,,,,,,,,,
77578,Dean,Meminger,5/13/48,Marquette,USA,73,175,TRUE,FALSE,FALSE,1971,1,16
77579,Chuck,Mencel,4/21/33,Minnesota,USA,72,168,TRUE,FALSE,FALSE,1955,2,12
77580,John,Mengelt,10/16/49,Auburn,USA,74,195,TRUE,FALSE,FALSE,1971,2,21
77581,Ken,Menke,10/2/22,Illinois,USA,72,168,TRUE,FALSE,FALSE,-1,-1,-1
196295056,Sam,Mennenga,,,,,,FALSE,FALSE,FALSE,,,
1641877,Nathan,Mensah,4/9/98,San Diego State,Ghana,81,1641877,FALSE,FALSE,FALSE,-22,-22,-22
200822,Pops,Mensah-Bonsu,9/7/83,George Washington,USA,81,235,FALSE,TRUE,FALSE,-1,-1,-1
1500,Ron,Mercer,5/18/76,Kentucky,USA,79,215,TRUE,TRUE,FALSE,1997,1,6
77582,Joe,Meriweather,10/26/53,Southern Illinois,USA,82,215,FALSE,FALSE,TRUE,1975,1,11
77583,Porter,Meriwether,3/16/40,Tennessee State,USA,74,180,TRUE,FALSE,FALSE,1962,3,21
64012,Liran,Merkado,,,,,,,,,,,
1630241,Sam,Merrill,,,,,,TRUE,FALSE,FALSE,,,
77584,Tom,Meschery,10/26/38,St. Mary's (CA),USA,78,215,FALSE,TRUE,FALSE,1961,1,7
1629002,Chimezie,Metu,3/22/97,Southern California,USA,81,225,FALSE,TRUE,TRUE,2018,2,49
684,Loren,Meyer,12/30/72,Iowa State,USA,82,684,FALSE,TRUE,TRUE,1995,1,24
77586,Dave,Meyers,4/21/53,UCLA,USA,81,215,FALSE,TRUE,FALSE,1975,1,2
43221,Jerome,Meyinsse,,,,,,FALSE,FALSE,FALSE,,,
52611,Jerome,Meyinsse,,,,,,FALSE,FALSE,FALSE,,,
77587,Stan,Miasek,8/8/24,No School,USA,77,210,FALSE,TRUE,FALSE,-1,-1,-1
1962937921,Bryan,Michaels,,,,,,,,,,,
77588,Larry,Micheaux,3/24/60,Houston,USA,81,220,FALSE,TRUE,FALSE,1983,2,29
203995,Vasilije,Micic,,,,,,TRUE,FALSE,FALSE,,,
8008,Pete,Mickael,,,,,,,,,,,
56028,Pete,Mickeal,,,,,,,,,,,
1626175,Jordan,Mickey,7/9/94,Louisiana State,USA,80,235,FALSE,TRUE,TRUE,2015,2,33
42581,Vladimir,Micov,,,,,,,,,,,
203114,Khris,Middleton,,,,,,TRUE,FALSE,FALSE,,,
77589,Zigmund,Mihalik,9/22/16,Ford City HS (PA),USA,72,180,TRUE,FALSE,FALSE,-1,-1,-1
2036,Chris,Mihm,7/16/79,Texas,USA,84,2036,FALSE,FALSE,TRUE,2000,1,7
1628450,Eric,Mika,1/5/95,Brigham Young,USA,82,1628450,FALSE,FALSE,FALSE,-22,-22,-22
77590,Ed,Mikan,10/20/25,DePaul,USA,80,230,FALSE,FALSE,TRUE,1948,1,5
600012,George,Mikan,6/18/24,DePaul,USA,82,245,FALSE,FALSE,TRUE,-1,-1,-1
77591,Larry,Mikan,4/8/48,Minnesota,USA,79,77591,FALSE,TRUE,FALSE,1970,4,64
77593,Vern,Mikkelsen,10/21/28,Hamline,USA,79,230,FALSE,TRUE,FALSE,1949,,
77594,Al,Miksis,2/2/28,Western Illinois,USA,79,210,FALSE,FALSE,TRUE,-1,-1,-1
40085,Arturas,Milaknis,,,,,,,,,,,
101223,Aaron,Miles,4/13/83,Kansas,USA,73,190,TRUE,FALSE,FALSE,-1,-1,-1
101139,CJ,Miles,3/18/87,No College,USA,78,220,TRUE,FALSE,FALSE,2005,2,34
2032,Darius,Miles,10/9/81,East St. Louis HS (IL),USA,81,235,FALSE,TRUE,FALSE,2000,1,3
77596,Eddie,Miles,7/5/40,Seattle,USA,76,195,TRUE,FALSE,FALSE,1963,1,4
1627776,Isaiah,Miles,,,,,,,,,,,
1641756,Mike,Miles Jr.,8/24/02,TCU,USA,,1641756,FALSE,FALSE,FALSE,-22,-22,-22
1527,Marko,Milic,5/5/77,Union Olimpija,Slovenia,78,1527,FALSE,FALSE,FALSE,1997,2,33
2545,Darko,Milicic,6/20/85,Hemoform,Serbia,84,275,FALSE,FALSE,TRUE,2003,1,2
41012,Branko,Milisavljevic,,,,,,,,,,,
77598,Nat,Militzok,5/3/23,Cornell,USA,75,195,FALSE,TRUE,FALSE,-1,-1,-1
1889,Andre,Miller,3/19/76,Utah,USA,75,200,TRUE,FALSE,FALSE,1999,1,8
292,Anthony,Miller,10/22/71,Michigan State,USA,81,255,FALSE,TRUE,FALSE,1994,2,39
77605,Bill,Miller,11/24/24,North Carolina,USA,75,190,FALSE,TRUE,FALSE,-1,-1,-1
77603,Bob,Miller,7/9/56,Cincinnati,USA,82,230,FALSE,TRUE,FALSE,1978,4,85
1802,Brad,Miller,4/12/76,Purdue,USA,84,261,FALSE,TRUE,TRUE,-1,-1,-1
1641706,Brandon,Miller,11/22/02,Alabama,USA,79,1641706,FALSE,TRUE,FALSE,2023,1,2
203121,Darius,Miller,3/21/90,Kentucky,USA,78,225,FALSE,TRUE,FALSE,2012,2,46
77602,Dick,Miller,4/26/58,Toledo,USA,78,215,FALSE,TRUE,FALSE,1980,2,40
77599,Eddie,Miller,6/18/31,Syracuse,USA,80,225,FALSE,TRUE,FALSE,1952,,
1641801,Emanuel,Miller,6/19/00,TCU,Canada,79,1641801,FALSE,TRUE,FALSE,-22,-22,-22
77600,Harry,Miller,7/28/23,North Carolina,USA,76,230,FALSE,FALSE,TRUE,-1,-1,-1
1630627,Isaiah,Miller,11/9/97,North Carolina-Greensboro,USA,,,,,,-1,-1,-1
77601,Jay,Miller,7/19/43,Notre Dame,USA,77,205,FALSE,TRUE,FALSE,-1,-1,-1
1641757,Jordan,Miller,,,,,,,,,,,
1631159,Leonard,Miller,,,,,,,,,,,
1626259,Malcolm,Miller,3/6/93,Holy Cross,USA,79,210,TRUE,TRUE,FALSE,-1,-1,-1
2034,Mike,Miller,2/19/80,Florida,USA,80,218,TRUE,TRUE,FALSE,2000,1,5
932,Oliver,Miller,4/6/70,Arkansas,USA,81,315,FALSE,FALSE,TRUE,1992,1,22
196294550,Patrick,Miller,,,,,,TRUE,FALSE,FALSE,,,
200859,Paul,Miller,,,,,,,,,,,
1966938208,Quincy,Miller,,,,,,,,,,,
203113,Quincy,Miller,11/18/92,Baylor,USA,81,210,FALSE,TRUE,FALSE,2012,2,38
397,Reggie,Miller,8/24/65,UCLA,USA,79,397,TRUE,FALSE,FALSE,1987,1,11
77604,Walt,Miller,7/30/15,Duquesne,USA,74,190,FALSE,TRUE,FALSE,-1,-1,-1
1629149,Codi,Miller-McIntyre,,,,,,,,,,,
168,Chris,Mills,1/25/70,Arizona,USA,79,220,FALSE,TRUE,FALSE,1993,1,22
77606,John,Mills,9/7/19,Western Kentucky,USA,80,203,FALSE,FALSE,TRUE,-1,-1,-1
201988,Patty,Mills,,,,,,,,,,,
371,Terry,Mills,12/21/67,Michigan,USA,,,FALSE,TRUE,FALSE,1990,1,16
202407,Elijah,Millsap,8/12/87,Alabama-Birmingham,USA,79,215,TRUE,TRUE,FALSE,-1,-1,-1
200794,Paul,Millsap,2/10/85,Louisiana Tech,USA,79,257,FALSE,TRUE,FALSE,2006,2,47
41207,Strahinja,Milosevic,,,,,,,,,,,
1629003,Shake,Milton,,,,,,TRUE,FALSE,FALSE,,,
2777,Ricky,Minard,,,,,,,,,,,
1631303,Justin,Minaya,,,,,,,,,,,
64149,Rafael,Mineiro,,,,,,,,,,,
114,Harold,Miner,5/5/71,Southern California,USA,77,210,TRUE,FALSE,FALSE,1992,1,12
2397,Yao,Ming,9/12/80,Shanghai,China,90,310,FALSE,FALSE,TRUE,2002,1,1
1642434,Riley,Minix,9/22/00,Morehead State,USA,79,1642434,FALSE,TRUE,FALSE,-22,-22,-22
1626305,Nick,Minnerath,,,,,,,,,,,
1962937771,Nick,Minnerath,,,,,,FALSE,FALSE,FALSE,,,
77609,Dirk,Minniefield,1/17/61,Kentucky,USA,75,77609,TRUE,FALSE,FALSE,1983,2,33
77610,Dave,Minor,2/23/22,UCLA,USA,74,185,TRUE,FALSE,FALSE,-1,-1,-1
65,Greg,Minor,9/8/71,Louisville,USA,78,210,TRUE,FALSE,FALSE,1994,1,25
77612,Mark,Minor,5/14/50,Ohio State,USA,78,77612,FALSE,TRUE,FALSE,1972,1,165
1631169,Josh,Minott,,,,,,,,,,,
1641758,Judah,Mintz,7/10/03,Syracuse,USA,,1641758,FALSE,FALSE,FALSE,-22,-22,-22
56078,Albert,Miralles,,,,,,,,,,,
1962937931,Ruan,Miranda,,,,,,,,,,,
202703,Nikola,Mirotic,2/11/91,Real Madrid,Montenegro,82,250,FALSE,TRUE,FALSE,2011,1,23
56051,Nikola,Mirotic,,,,,,,,,,,
77613,Wat,Misaka,12/21/23,Utah,USA,67,150,TRUE,FALSE,FALSE,1947,,
1954,Jason,Miskiri,8/19/75,George Mason,USA,74,185,TRUE,FALSE,FALSE,-1,-1,-1
1642274,Yves,Missi,,,,,,FALSE,FALSE,FALSE,,,
196294591,Nathan,Missia-Dio,,,,,,,,,,,
1642349,Ajay,Mitchell,6/25/02,California-Santa Barbara,Belgium,77,1642349,TRUE,FALSE,FALSE,2024,2,38
204064,Akil,Mitchell,,,,,,,,,,,
1630558,Davion,Mitchell,,,,,,FALSE,FALSE,FALSE,,,
1628378,Donovan,Mitchell,,,,,,FALSE,FALSE,FALSE,,,
77615,Mike,Mitchell,1/1/56,Auburn,USA,79,215,FALSE,TRUE,FALSE,1978,1,15
77616,Murray,Mitchell,3/19/23,Sam Houston State,USA,78,,FALSE,FALSE,TRUE,1948,,
417,Sam,Mitchell,9/2/63,Mercer,USA,79,215,FALSE,TRUE,FALSE,1985,3,54
77614,Todd,Mitchell,7/26/66,Purdue,USA,79,77614,FALSE,TRUE,FALSE,1988,2,43
202959,Tommy,Mitchell,,,,,,,,,,,
203183,Tony,Mitchell,8/7/89,Alabama,USA,78,216,FALSE,TRUE,FALSE,-1,-1,-1
203502,Tony,Mitchell,4/7/92,North Texas,USA,,,,,,2013,2,37
1630342,Trhae,Mitchell,8/19/97,South Alabama,USA,,1630342,FALSE,FALSE,FALSE,-22,-22,-22
1628513,Naz,Mitrou-Long,8/3/93,Iowa State,Canada,75,218,TRUE,FALSE,FALSE,-1,-1,-1
41211,Aleksandar,Mitrovic,,,,,,,,,,,
77618,Steve,Mix,12/30/47,Toledo,USA,79,215,FALSE,TRUE,FALSE,1969,5,61
77619,Bill,Mlkvy,1/19/31,Temple,USA,76,190,FALSE,TRUE,FALSE,1952,,
1749,Cuttino,Mobley,9/1/75,Rhode Island,USA,76,215,TRUE,FALSE,FALSE,1998,2,41
211,Eric,Mobley,2/1/70,Pittsburgh,USA,83,235,FALSE,FALSE,TRUE,1994,1,18
1630596,Evan,Mobley,,,,,,FALSE,FALSE,FALSE,,,
1630600,Isaiah,Mobley,9/24/99,Southern California,USA,80,238,FALSE,TRUE,FALSE,2022,2,49
1627865,Egidijus,Mockevicius,,,,,,,,,,,
77621,Larry,Moffett,11/5/54,UNLV,USA,80,210,FALSE,TRUE,FALSE,1977,2,34
1642367,Jonathan,Mogbo,10/29/01,San Francisco,USA,81,1642367,FALSE,TRUE,FALSE,2024,2,31
77622,Leo,Mogus,4/13/21,Youngstown State,USA,76,190,FALSE,TRUE,FALSE,-1,-1,-1
1737,Nazr,Mohammed,9/5/77,Kentucky,USA,82,1737,FALSE,FALSE,TRUE,1998,1,29
2040,Jerome,Moiso,6/15/78,UCLA,France,82,260,FALSE,TRUE,FALSE,2000,1,11
544,Moiso,Moiso,,,,,,,,,,,
77623,Paul,Mokeski,1/3/57,Kansas,USA,84,250,FALSE,FALSE,TRUE,1979,2,42
1629690,Adam,Mokoka,7/18/98,Mega Basket,France,76,190,TRUE,FALSE,FALSE,-1,-1,-1
77624,Jack,Molinas,10/1/31,Columbia,USA,78,200,FALSE,TRUE,FALSE,1953,1,3
77625,Wayne,Molis,4/17/43,Lewis,USA,80,230,FALSE,TRUE,FALSE,1965,10,75
27026,Craig,Moller,,,,,,,,,,,
64021,Craig,Moller,,,,,,,,,,,
77626,Sidney,Moncrief,9/21/57,Arkansas,USA,76,180,TRUE,FALSE,FALSE,1979,1,5
201776,David,Monds,,,,,,,,,,,
1631320,Chima,Moneke,12/24/95,Cal-Davis,Nigeria,77,223,FALSE,TRUE,FALSE,-1,-1,-1
77627,Eric,Money,2/6/55,Arizona,USA,72,170,TRUE,FALSE,FALSE,1974,2,33
2752,Sergei,Monia,4/15/83,CSKA Moscow,Russia,80,2752,FALSE,FALSE,FALSE,2004,1,23
1628370,Malik,Monk,,,,,,FALSE,FALSE,FALSE,,,
600006,Earl,Monroe,11/21/44,Winston-Salem State,USA,75,600006,TRUE,FALSE,FALSE,1967,1,2
202328,Greg,Monroe,6/4/90,Georgetown,USA,82,250,FALSE,TRUE,TRUE,2010,1,7
77628,Rodney,Monroe,4/16/68,North Carolina State,USA,75,185,TRUE,FALSE,FALSE,1991,2,30
1626242,Luis,Montero,4/6/93,Westchester C.C.,Dominican Republic,79,1626242,FALSE,FALSE,FALSE,-22,-22,-22
1630272,EJ,Montgomery,9/12/99,Kentucky,USA,,1630272,FALSE,FALSE,FALSE,-22,-22,-22
